budget,rho,user_subsidy_initial,merchant_subsidy_initial,final_x,final_y,combined_share,concentration,cum_profit,directional_state
0.35,0.36,0.126,0.22399999999999998,0.0070634679169033696,0.013451438267526218,0.010257453092214795,0.9794850938155704,3.5785085791875604,平台B锁定
0.35,0.38,0.13299999999999998,0.217,0.007064815527753144,0.013448656693919972,0.010256736110836558,0.9794865277783269,3.5693848751043333,平台B锁定
0.35,0.4,0.13999999999999999,0.21,0.007066163440452917,0.013445875738010779,0.010256019589231847,0.9794879608215363,3.5605723347356277,平台B锁定
0.35,0.42,0.147,0.203,0.0070675116550679585,0.013443095399658505,0.010255303527363232,0.9794893929452735,3.55206564309777,平台B锁定
0.35,0.44,0.154,0.196,0.0070688601716635486,0.013440315678723044,0.010254587925193296,0.9794908241496134,3.5438597621171044,平台B锁定
0.35,0.46,0.161,0.189,0.007070208990304989,0.013437536575064324,0.010253872782684657,0.9794922544346307,3.5359499121687894,平台B锁定
0.35,0.48,0.16799999999999998,0.182,0.007071558111057593,0.013434758088542312,0.010253158099799953,0.9794936838004,3.5283315551680072,平台B锁定
0.35,0.5,0.175,0.175,0.007072907533986689,0.013431980219016995,0.010252443876501842,0.9794951122469964,3.521000379067465,平台B锁定
0.35,0.52,0.182,0.16799999999999998,0.007074257259157626,0.013429202966348417,0.010251730112753023,0.9794965397744939,3.513952283632014,平台B锁定
0.35,0.54,0.189,0.16099999999999998,0.007075607286635764,0.01342642633039664,0.010251016808516202,0.9794979663829676,3.507183367374225,平台B锁定
0.35,0.56,0.196,0.15399999999999997,0.007076957616486477,0.013423650311021761,0.010250303963754119,0.9794993920724917,3.500689915548279,平台B锁定
0.35,0.58,0.20299999999999999,0.147,0.007078308248775163,0.013420874908083915,0.01024959157842954,0.9795008168431409,3.4944683891092354,平台B锁定
0.35,0.6,0.21,0.13999999999999999,0.007079659183567227,0.013418100121443267,0.010248879652505247,0.9795022406949895,3.4885154145554442,平台B锁定
0.35,0.62,0.217,0.13299999999999998,0.0070810104209280906,0.01341532595096002,0.010248168185944055,0.9795036636281119,3.48282777457973,平台B锁定
0.35,0.64,0.22399999999999998,0.126,0.007082361960923195,0.013412552396494417,0.010247457178708806,0.9795050856425824,3.4774023994628878,平台B锁定
0.35,0.66,0.23099999999999998,0.11899999999999998,0.007083713803617993,0.013409779457906714,0.010246746630762353,0.9795065067384753,3.472236359149683,平台B锁定
0.35,0.68,0.238,0.11199999999999997,0.0070850659490779575,0.013407007135057223,0.01024603654206759,0.9795079269158649,3.4673268559537833,平台B锁定
0.35,0.7000000000000001,0.245,0.10499999999999997,0.007086418397368572,0.013404235427806277,0.010245326912587425,0.9795093461748252,3.462671217842895,平台B锁定
